trial_ID,block_trial_ID,block,block_type,null_trial,correct_answer,cue,response_modality,trial_type,phase_0,phase_1,phase_2,phase_3,phase_4,phase_5,phase_6,phase_7,trial_duration,trial_start_time,cue_onset_time,stimulus_onset_time,trial_start_time_block,cue_onset_time_block,stimulus_onset_time_block
0,0,0,localizer,False,0,LEFT,hand,0,0,0.0,0.836,0.0,0.8,0,0.0,4.364,6.0,0.0,0.0,0.836,0.0,0.0,0.836
1,1,0,localizer,False,1,RIGHT,hand,1,0,0.0,0.824,0.0,0.8,0,0.0,4.376,6.0,6.0,6.0,6.824,6.0,6.0,6.824
2,2,0,localizer,False,1,RIGHT,hand,1,0,2.25,0.834,0.0,0.8,0,0.0,2.116,6.0,12.0,14.25,15.084,12.0,14.25,15.084
3,3,0,localizer,False,1,RIGHT,hand,1,0,0.75,1.151,0.0,0.8,0,0.0,3.299,6.0,18.0,18.75,19.901,18.0,18.75,19.901
4,4,0,localizer,False,0,LEFT,hand,0,0,2.25,0.897,0.0,0.8,0,0.0,2.053,6.0,24.0,26.25,27.147,24.0,26.25,27.147
5,5,0,localizer,False,0,LEFT,hand,0,0,2.25,1.198,0.0,0.8,0,0.0,1.752,6.0,30.0,32.25,33.448,30.0,32.25,33.448
6,6,0,localizer,False,1,RIGHT,hand,1,0,2.25,0.886,0.0,0.8,0,0.0,2.064,6.0,36.0,38.25,39.136,36.0,38.25,39.136
7,7,0,localizer,False,0,LEFT,hand,0,0,0.75,0.832,0.0,0.8,0,0.0,3.618,6.0,42.0,42.75,43.582,42.0,42.75,43.582
8,0,0,localizer,False,0,LEFT,eye,0,0,2.25,1.208,0.0,0.8,0,0.0,1.742,6.0,48.0,50.25,51.458,0.0,2.25,3.458
9,1,0,localizer,False,1,RIGHT,eye,1,0,0.0,0.87,0.0,0.8,0,0.0,4.33,6.0,54.0,54.0,54.87,6.0,6.0,6.87
10,2,0,localizer,False,0,LEFT,eye,0,0,1.5,0.872,0.0,0.8,0,0.0,2.828,6.0,60.0,61.5,62.372,12.0,13.5,14.372
11,3,0,localizer,False,0,LEFT,eye,0,0,0.75,1.045,0.0,0.8,0,0.0,3.405,6.0,66.0,66.75,67.795,18.0,18.75,19.795
12,4,0,localizer,False,0,LEFT,eye,0,0,2.25,0.861,0.0,0.8,0,0.0,2.089,6.0,72.0,74.25,75.111,24.0,26.25,27.111
13,5,0,localizer,False,1,RIGHT,eye,1,0,1.5,0.809,0.0,0.8,0,0.0,2.891,6.0,78.0,79.5,80.309,30.0,31.5,32.309
14,6,0,localizer,False,1,RIGHT,eye,1,0,2.25,0.949,0.0,0.8,0,0.0,2.001,6.0,84.0,86.25,87.199,36.0,38.25,39.199
15,7,0,localizer,False,1,RIGHT,eye,1,0,0.0,1.112,0.0,0.8,0,0.0,4.088,6.0,90.0,90.0,91.112,42.0,42.0,43.112
16,0,0,localizer,False,1,RIGHT,hand,1,0,1.5,0.895,0.0,0.8,0,0.0,2.805,6.0,96.0,97.5,98.395,0.0,1.5,2.395
17,1,0,localizer,False,0,LEFT,hand,0,0,2.25,0.858,0.0,0.8,0,0.0,2.092,6.0,102.0,104.25,105.108,6.0,8.25,9.108
18,2,0,localizer,False,1,RIGHT,hand,1,0,1.5,0.81,0.0,0.8,0,0.0,2.89,6.0,108.0,109.5,110.31,12.0,13.5,14.31
19,3,0,localizer,False,0,LEFT,hand,0,0,0.0,1.125,0.0,0.8,0,0.0,4.075,6.0,114.0,114.0,115.125,18.0,18.0,19.125
20,4,0,localizer,False,0,LEFT,hand,0,0,0.0,1.368,0.0,0.8,0,0.0,3.832,6.0,120.0,120.0,121.368,24.0,24.0,25.368
21,5,0,localizer,False,1,RIGHT,hand,1,0,0.75,0.823,0.0,0.8,0,0.0,3.627,6.0,126.0,126.75,127.573,30.0,30.75,31.573
22,6,0,localizer,False,1,RIGHT,hand,1,0,0.75,1.967,0.0,0.8,0,0.0,2.483,6.0,132.0,132.75,134.717,36.0,36.75,38.717
23,7,0,localizer,False,0,LEFT,hand,0,0,0.75,0.934,0.0,0.8,0,0.0,3.516,6.0,138.0,138.75,139.684,42.0,42.75,43.684
