trial_ID,block_trial_ID,block,block_type,correct_answer,cue,response_modality,trial_type,phase_0,phase_1,phase_2,phase_3,phase_4,phase_5,phase_6,phase_7,trial_duration,trial_start_time,cue_onset_time,stimulus_onset_time
0,0,0,localizer,0,HAND,hand,2,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,0.0,0.0,4.8
1,1,0,localizer,1,HAND,hand,3,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,8.0,8.5,13.3
2,2,0,localizer,1,EYE,eye,1,0,1.0,4.8,0.0,1.5,0,0.35,0.35,8.0,16.0,17.0,21.8
3,3,0,localizer,0,EYE,eye,0,0,1.0,4.8,0.0,1.5,0,0.35,0.35,8.0,24.0,25.0,29.8
4,4,0,localizer,0,HAND,hand,2,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,32.0,32.0,36.8
5,5,0,localizer,0,EYE,eye,0,0,1.5,4.8,0.0,1.5,0,0.35,1.85,10.0,40.0,41.5,46.3
6,6,0,localizer,1,EYE,eye,1,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,50.0,50.0,54.8
7,7,0,localizer,0,EYE,eye,0,0,1.5,4.8,0.0,1.5,0,0.35,1.85,10.0,58.0,59.5,64.3
8,8,0,localizer,1,HAND,hand,3,0,1.0,4.8,0.0,1.5,0,0.35,0.35,8.0,68.0,69.0,73.8
9,9,0,localizer,0,EYE,eye,0,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,76.0,76.0,80.8
10,10,0,localizer,1,EYE,eye,1,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,84.0,84.0,88.8
11,11,0,localizer,1,HAND,hand,3,0,1.0,4.8,0.0,1.5,0,0.35,0.35,8.0,92.0,93.0,97.8
12,12,0,localizer,1,EYE,eye,1,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,100.0,100.0,104.8
13,13,0,localizer,0,HAND,hand,2,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,108.0,108.5,113.3
14,14,0,localizer,1,HAND,hand,3,0,1.5,4.8,0.0,1.5,0,0.35,1.85,10.0,116.0,117.5,122.3
15,15,0,localizer,0,EYE,eye,0,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,126.0,126.5,131.3
16,16,0,localizer,0,HAND,hand,2,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,134.0,134.5,139.3
17,17,0,localizer,0,HAND,hand,2,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,142.0,142.0,146.8
18,18,0,localizer,1,EYE,eye,1,0,1.5,4.8,0.0,1.5,0,0.35,1.85,10.0,150.0,151.5,156.3
19,19,0,localizer,1,HAND,hand,3,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,160.0,160.0,164.8
20,0,1,cognitive_eye,0,ACC,eye,2,0,0.0,4.8,1.5,1.5,0,0.35,1.85,10.0,168.0,168.0,174.3
21,1,1,cognitive_eye,0,ACC,eye,2,0,0.0,4.8,1.0,1.5,0,0.35,0.35,8.0,178.0,178.0,183.8
22,2,1,cognitive_eye,1,ACC,eye,3,0,0.5,4.8,1.5,1.5,0,0.35,1.35,10.0,186.0,186.5,192.8
23,3,1,cognitive_eye,0,SPD,eye,0,0,0.0,4.8,0.5,1.5,0,0.35,0.85,8.0,196.0,196.0,201.3
24,4,1,cognitive_eye,1,ACC,eye,3,0,0.0,4.8,1.0,1.5,0,0.35,0.35,8.0,204.0,204.0,209.8
